,avg_rating,genre,language,num_reviews,premiere,rating_count,title,quarter,year,paid_membership,quarter_revenue,year_quarter,month
492,7.9,Fuji Television,English,37,2016-05-13,2178,Good Morning Call,2,2016,79.9,2105.0,2016_02,5
493,6.1,City,English,124,2016-06-30,7479,Between,2,2016,79.9,2105.0,2016_02,6
494,8.1,Comedy,English,56,2016-06-16,8656,Comedians in Cars Getting Coffee,2,2016,79.9,2105.0,2016_02,6
495,5.7,Action comedy,English,98,2016-05-27,33983,The Do-Over,2,2016,79.9,2105.0,2016_02,5
496,7.3,Comedy-drama,English,105,2016-06-24,49317,The Fundamentals of Caring,2,2016,79.9,2105.0,2016_02,6
497,5.8,Satire,English,75,2016-04-29,16850,Special Correspondents,2,2016,79.9,2105.0,2016_02,4
434,8.8,Political drama,English,708,2016-03-04,433959,House of Cards,1,2016,77.71,1958.0,2016_01,3
435,7.7,Romantic comedy,English,163,2016-02-19,32027,Love,1,2016,77.71,1958.0,2016_01,2
436,7.4,Comedy,English,7,2016-01-23,2163,Chelsea Does,1,2016,77.71,1958.0,2016_01,1
437,8.1,Culinary art,English,10,2016-02-19,2247,Cooked,1,2016,77.71,1958.0,2016_01,2
438,7.2,Comedy,English,44,2016-03-11,9402,Flaked,1,2016,77.71,1958.0,2016_01,3
439,7.2,Comedy,English,44,2016-03-11,9402,Flaked,1,2016,77.71,1958.0,2016_01,3
440,6.9,Sitcom,English,202,2016-02-26,21562,Fuller House,1,2016,77.71,1958.0,2016_01,2
441,7.0,Family Channel,English,25,2016-01-15,2038,Degrassi: Next Class,1,2016,77.71,1958.0,2016_01,1
442,7.0,Family Channel,English,25,2016-01-15,2038,Degrassi: Next Class,1,2016,77.71,1958.0,2016_01,1
443,7.0,Family Channel,English,25,2016-01-15,2038,Degrassi: Next Class,1,2016,77.71,1958.0,2016_01,1
444,7.0,Family Channel,English,25,2016-01-15,2038,Degrassi: Next Class,1,2016,77.71,1958.0,2016_01,1
445,6.1,Action,English,76,2016-02-26,15955,"Crouching Tiger, Hidden Dragon: Sword of Destiny",1,2016,77.71,1958.0,2016_01,2
446,6.2,Adventure,English,45,2016-03-18,6414,Pee-wee's Big Holiday,1,2016,77.71,1958.0,2016_01,3
513,7.2,Horror,English,211,2015-10-23,34304,Hemlock Grove,4,2015,70.84,1823.0,2015_04,10
514,8.3,Comedy,English,117,2015-11-06,57804,Master of None,4,2015,70.84,1823.0,2015_04,11
515,8.3,Comedy,English,117,2015-11-06,57804,Master of None,4,2015,70.84,1823.0,2015_04,11
516,8.0,Sitcom,English,93,2015-12-18,21836,F Is for Family,4,2015,70.84,1823.0,2015_04,12
517,8.0,Neo-noir,English,564,2015-11-20,177561,Jessica Jones,4,2015,70.84,1823.0,2015_04,11
518,8.0,Neo-noir,English,564,2015-11-20,177561,Jessica Jones,4,2015,70.84,1823.0,2015_04,11
519,8.0,Neo-noir,English,564,2015-11-20,177561,Jessica Jones,4,2015,70.84,1823.0,2015_04,11
520,8.6,Crime drama,English,404,2015-12-18,77930,Making a Murderer,4,2015,70.84,1823.0,2015_04,12
521,8.6,Crime drama,English,404,2015-12-18,77930,Making a Murderer,4,2015,70.84,1823.0,2015_04,12
522,8.4,Period drama,English,418,2015-10-10,55066,The Last Kingdom,4,2015,70.84,1823.0,2015_04,10
523,8.1,Comedy,English,56,2015-12-30,8656,Comedians in Cars Getting Coffee,4,2015,70.84,1823.0,2015_04,12
524,4.8,Western,English,198,2015-12-11,39168,The Ridiculous 6,4,2015,70.84,1823.0,2015_04,12
525,7.8,War/drama,English/Twi,160,2015-10-16,64421,Beasts of No Nation,4,2015,70.84,1823.0,2015_04,10
385,7.4,Satirical comedy,English,53,2015-07-31,20744,Wet Hot American Summer: First Day of Camp,3,2015,66.02,1738.0,2015_03,7
386,8.8,Crime drama,English,278,2015-08-28,300082,Narcos,3,2015,66.02,1738.0,2015_03,8
464,8.1,Comedy-drama,English,331,2015-06-11,257345,Orange Is the New Black,2,2015,62.08,1645.0,2015_02,6
465,8.4,Science fiction,English,734,2015-06-05,125118,Sense8,2,2015,62.08,1645.0,2015_02,6
466,3.5,Sitcom,English,23,2015-05-22,661,Richie Rich,2,2015,62.08,1645.0,2015_02,5
467,8.6,Culinary art,English,26,2015-04-26,10785,Chef's Table,2,2015,62.08,1645.0,2015_02,4
468,8.6,Culinary art,English,26,2015-04-26,10785,Chef's Table,2,2015,62.08,1645.0,2015_02,4
469,8.6,Culinary art,English,26,2015-04-26,10785,Chef's Table,2,2015,62.08,1645.0,2015_02,4
470,8.6,Culinary art,English,26,2015-04-26,10785,Chef's Table,2,2015,62.08,1645.0,2015_02,4
471,8.6,Culinary art,English,26,2015-04-26,10785,Chef's Table,2,2015,62.08,1645.0,2015_02,4
472,8.6,Culinary art,English,26,2015-04-26,10785,Chef's Table,2,2015,62.08,1645.0,2015_02,4
473,8.7,Crime drama,English,805,2015-04-10,332152,Daredevil,2,2015,62.08,1645.0,2015_02,4
474,9.4,Crime drama,English,12,2015-04-10,8780,Daredevil,2,2015,62.08,1645.0,2015_02,4
475,8.7,Crime drama,English,805,2015-04-10,332152,Daredevil,2,2015,62.08,1645.0,2015_02,4
476,9.4,Crime drama,English,12,2015-04-10,8780,Daredevil,2,2015,62.08,1645.0,2015_02,4
477,8.7,Crime drama,English,805,2015-04-10,332152,Daredevil,2,2015,62.08,1645.0,2015_02,4
478,9.4,Crime drama,English,12,2015-04-10,8780,Daredevil,2,2015,62.08,1645.0,2015_02,4
479,6.1,City,English,124,2015-05-21,7479,Between,2,2015,62.08,1645.0,2015_02,5
480,8.1,Comedy,English,56,2015-06-03,8656,Comedians in Cars Getting Coffee,2,2015,62.08,1645.0,2015_02,6
430,8.8,Political drama,English,708,2015-02-27,433959,House of Cards,1,2015,59.62,1573.0,2015_01,2
431,8.0,Thriller,English,224,2015-03-20,39169,Bloodline,1,2015,59.62,1573.0,2015_01,3
432,3.5,Sitcom,English,23,2015-02-20,661,Richie Rich,1,2015,59.62,1573.0,2015_01,2
433,7.7,Comedy,English,183,2015-03-06,56168,Unbreakable Kimmy Schmidt,1,2015,59.62,1573.0,2015_01,3
526,8.1,Historical drama,English,230,2014-12-12,56823,Marco Polo,4,2014,54.48,1485.0,2014_04,12
527,8.1,Historical drama,English,230,2014-12-12,56823,Marco Polo,4,2014,54.48,1485.0,2014_04,12
528,8.1,Comedy,English,56,2014-11-06,8656,Comedians in Cars Getting Coffee,4,2014,54.48,1485.0,2014_04,11
501,7.2,Horror,English,211,2014-07-11,34304,Hemlock Grove,3,2014,50.65,1409.0,2014_03,7
502,8.5,Black comedy,English,183,2014-08-22,72084,BoJack Horseman,3,2014,50.65,1409.0,2014_03,8
503,8.5,Black comedy,English,183,2014-08-22,72084,BoJack Horseman,3,2014,50.65,1409.0,2014_03,8
504,8.5,Black comedy,English,183,2014-08-22,72084,BoJack Horseman,3,2014,50.65,1409.0,2014_03,8
505,8.5,Black comedy,English,183,2014-08-22,72084,BoJack Horseman,3,2014,50.65,1409.0,2014_03,8
506,8.5,Black comedy,English,183,2014-08-22,72084,BoJack Horseman,3,2014,50.65,1409.0,2014_03,8
507,8.3,season 4,English,255,2014-08-01,90126,The Killing,3,2014,50.65,1409.0,2014_03,8
508,8.4,seasons 8–12,English,117,2014-09-05,33610,Trailer Park Boys,3,2014,50.65,1409.0,2014_03,9
509,8.4,seasons 8–12,English,117,2014-09-05,33610,Trailer Park Boys,3,2014,50.65,1409.0,2014_03,9
510,8.4,seasons 8–12,English,117,2014-09-05,33610,Trailer Park Boys,3,2014,50.65,1409.0,2014_03,9
511,8.4,seasons 8–12,English,117,2014-09-05,33610,Trailer Park Boys,3,2014,50.65,1409.0,2014_03,9
512,8.4,seasons 8–12,English,117,2014-09-05,33610,Trailer Park Boys,3,2014,50.65,1409.0,2014_03,9
461,8.1,Comedy-drama,English,331,2014-06-06,257345,Orange Is the New Black,2,2014,47.99,1340.0,2014_02,6
462,8.3,seasons 4–6,English,190,2014-06-02,26000,Longmire,2,2014,47.99,1340.0,2014_02,6
463,8.1,Comedy,English,56,2014-06-19,8656,Comedians in Cars Getting Coffee,2,2014,47.99,1340.0,2014_02,6
427,8.8,Political drama,English,708,2014-02-14,433959,House of Cards,1,2014,46.13,1270.0,2014_01,2
428,8.1,season 6,English,107,2014-03-07,39977,Star Wars: The Clone Wars,1,2014,46.13,1270.0,2014_01,3
429,8.1,Comedy,English,56,2014-01-02,8656,Comedians in Cars Getting Coffee,1,2014,46.13,1270.0,2014_01,1
460,8.1,Comedy-drama,English,331,2013-07-11,257345,Orange Is the New Black,3,2013,38.01,1106.0,2013_03,7
498,7.2,Horror,English,211,2013-04-19,34304,Hemlock Grove,2,2013,35.64,1069.0,2013_02,4
499,8.3,seasons 4–6,English,190,2013-05-27,26000,Longmire,2,2013,35.64,1069.0,2013_02,5
500,8.1,Comedy,English,56,2013-06-13,8656,Comedians in Cars Getting Coffee,2,2013,35.64,1069.0,2013_02,6
425,8.8,Political drama,English,708,2013-02-01,433959,House of Cards,1,2013,34.24,1024.0,2013_01,2
426,8.9,seasons 3–5,English,573,2013-02-11,337597,Black Mirror,1,2013,34.24,1024.0,2013_01,2
555,8.1,Comedy,English,56,2012-07-19,8656,Comedians in Cars Getting Coffee,3,2012,27.49,905.1,2012_03,7
554,8.3,seasons 4–6,English,190,2012-06-03,26000,Longmire,2,2012,25.71,889.2,2012_02,6
551,8.0,NRK,English,102,2012-02-06,23746,Lilyhammer,1,2012,24.43,869.8,2012_01,2
552,8.0,NRK,English,102,2012-02-06,23746,Lilyhammer,1,2012,24.43,869.8,2012_01,2
553,8.0,NRK,English,102,2012-02-06,23746,Lilyhammer,1,2012,24.43,869.8,2012_01,2
